run_id,timestamp,random_seed,seed_group,workload_type,traffic_intensity,cache_size_mb,cache_policy,memory_allocation_mb,memory_policy,thread_count,cpu_cores,queue_depth,io_parallelism,request_size_kb,io_scheduler,read_write_ratio,block_size_kb,garbage_collection,gc_aggressiveness,over_provisioning_pct,compression_enabled,compression_level,checksum_enabled,encryption_enabled,adaptive_scheduler,dynamic_cache,predictive_prefetch,advanced_gc,thermal_policy,thermal_limit_c,power_profile,scheduler_type,load_balancing,recovery_mode,automatic_recovery,retry_strategy,max_retries,timing_jitter_ms,timeout_jitter_ms,request_arrival_rate,burst_probability,stress_level,ambient_temperature_c,background_cpu_load_pct,background_memory_load_pct,power_variation_pct,voltage_variation_pct,fault_injection_type,fault_injection_probability,fault_injection_severity,transient_fault,cpu_utilization_pct,memory_utilization_pct,cache_hit_rate_pct,queue_utilization_pct,average_latency_ms,p95_latency_ms,p99_latency_ms,power_consumption_w,device_temperature_c,thermal_throttle_pct,throughput_gbps,execution_time_sec,error_count,timeout_count,recovery_events,data_integrity_errors,watchdog_events,pass_fail,failure_type,reliability_score,performance_score,execution_log,config_aux_01,config_aux_02,config_aux_03,config_aux_04,config_aux_05,config_aux_06,config_aux_07,config_aux_08,config_aux_09,config_aux_10,config_aux_11,config_aux_12,config_aux_13,config_aux_14,config_aux_15,config_aux_16,config_aux_17,config_aux_18,config_aux_19,config_aux_20,config_aux_21,config_aux_22,config_aux_23,config_aux_24,config_aux_25,config_aux_26,config_aux_27,config_aux_28,config_aux_29,config_aux_30,config_aux_31,config_aux_32,config_aux_33,config_aux_34,config_aux_35,config_aux_36,config_aux_37,config_aux_38,config_aux_39,config_aux_40
3227,2026-02-03 14:30:00,57883,3,BURST_TRAFFIC,LOW,2048,ADAPTIVE,4096,STATIC,16,16,128,38,8,PRIORITY,30.28934613,8,1,1,15.01084891,0,7,1,1,1,1,1,1,BALANCED,80,EFFICIENCY,DYNAMIC,STATIC,BASIC,0,FIXED,5,64.88702334,100.1356354,2446.071547,0.7440861831,2,22.47724654,47.04609417,31.76468171,0.2354388883,0.375651378,NONE,0.00193813874,7,0,63.37918172,61.41884417,98.25049751,38.32077839,2.250394513,4.313441156,6.543721002,11.94469847,35.39699665,0,10.25480656,422.276773,1,0,0,0,0,PASS,NONE,0.8851262675,100,[2026-02-03 14:30:00] INFO  Test execution started | [2026-02-03 14:30:00] INFO  Workload initialized: BURST_TRAFFIC | [2026-02-03 14:30:00] INFO  Queue depth: 128 | [2026-02-03 14:30:00] INFO  Cache hit rate: 98.3% | [2026-02-03 14:30:00] INFO  Throughput: 10.25 GB/s | [2026-02-03 14:30:00] PASS  Test execution completed,3,41,1,4,31,84,71,18,0,87,24,11,15,28,42,34,72,49,98,52,82,100,3,17,61,24,46,20,58,42,93,22,2,84,37,0,1,58,10,44
3228,2026-02-03 14:45:00,37832,12,RANDOM_READ,MEDIUM,256,ADAPTIVE,12288,STATIC,44,4,128,12,256,STATIC,92.04747138,64,1,2,10.93604028,1,2,1,1,1,1,0,1,RELAXED,90,PERFORMANCE,FIFO,DYNAMIC,NONE,1,EXPONENTIAL,5,23.96795922,39.33402232,2884.627613,0.2776034942,4,25.03621992,48.98684986,16.78329331,2.152819681,-1.171947164,TIMING,0.1333766045,4,0,67.80580638,59.5784906,74.18962547,48.42023586,2.938014791,5.676442211,8.568710767,13.36200724,37.92483255,0,9.48590118,428.7007088,0,0,0,0,0,PASS,NONE,0.961994934,100,[2026-02-03 14:45:00] INFO  Test execution started | [2026-02-03 14:45:00] INFO  Workload initialized: RANDOM_READ | [2026-02-03 14:45:00] INFO  Queue depth: 128 | [2026-02-03 14:45:00] INFO  Cache hit rate: 74.2% | [2026-02-03 14:45:00] INFO  Throughput: 9.49 GB/s | [2026-02-03 14:45:00] PASS  Test execution completed,90,7,53,66,100,73,58,15,54,18,6,73,55,43,9,29,99,77,15,48,82,53,2,98,8,10,95,1,89,51,33,40,5,15,13,19,10,65,1,4
3229,2026-02-03 15:00:00,73788,8,CHAOS,LOW,512,ADAPTIVE,1024,DYNAMIC,49,8,128,43,32,DYNAMIC,55.04475094,64,1,1,16.75641226,1,3,1,1,1,1,1,0,BALANCED,65,BALANCED,PRIORITY,DYNAMIC,BASIC,1,EXPONENTIAL,10,62.04474666,52.80049435,2415.57417,0.2786185501,1,38.38135085,5.470362461,35.67898457,4.363430743,0.5414053124,NONE,0.0006345746701,1,1,56.31701651,69.58966887,57.075337,34.07843591,3.057709253,6.11056965,8.079743597,12.84699821,53.03499065,0,8.955791382,432.2615452,1,0,0,0,0,PASS,NONE,0.9522649691,97.33777552,[2026-02-03 15:00:00] INFO  Test execution started | [2026-02-03 15:00:00] INFO  Workload initialized: CHAOS | [2026-02-03 15:00:00] INFO  Queue depth: 128 | [2026-02-03 15:00:00] INFO  Cache hit rate: 57.1% | [2026-02-03 15:00:00] INFO  Throughput: 8.96 GB/s | [2026-02-03 15:00:00] PASS  Test execution completed,44,35,85,70,53,46,45,85,87,48,2,48,53,53,29,37,2,83,78,4,21,60,69,5,76,99,12,43,69,33,61,21,88,83,45,98,46,95,88,75
3230,2026-02-03 15:15:00,83513,13,BURST_TRAFFIC,HIGH,256,ADAPTIVE,16384,DYNAMIC,39,2,96,31,16,PRIORITY,54.76353738,64,1,9,29.88700531,1,1,1,1,1,1,1,0,BALANCED,70,BALANCED,DYNAMIC,STATIC,ADVANCED,1,FIXED,3,12.46321485,85.94848415,6236.10685,0.8408698332,1,26.19471473,34.27489156,44.0632744,1.565743607,0.1307897271,NONE,0.0003454393959,10,1,77.1955783,58.64736477,76.33099671,46.14349959,2.308727089,3.655160401,5.636201865,14.28086904,41.84189209,0,10.25674503,423.1580546,0,0,0,0,0,PASS,NONE,0.9291170016,100,[2026-02-03 15:15:00] INFO  Test execution started | [2026-02-03 15:15:00] INFO  Workload initialized: BURST_TRAFFIC | [2026-02-03 15:15:00] INFO  Queue depth: 96 | [2026-02-03 15:15:00] INFO  Cache hit rate: 76.3% | [2026-02-03 15:15:00] INFO  Throughput: 10.26 GB/s | [2026-02-03 15:15:00] PASS  Test execution completed,98,56,84,39,55,62,52,95,11,17,30,71,75,75,85,17,10,16,33,24,91,96,10,7,56,46,82,19,52,39,53,89,66,68,81,41,63,59,6,36
3231,2026-02-03 15:30:00,84107,7,RANDOM_READ,LOW,512,STATIC,1024,ADAPTIVE,37,32,192,35,64,DYNAMIC,90.21093713,16,1,4,14.99303779,1,2,1,1,0,0,1,0,RELAXED,80,PERFORMANCE,PRIORITY,DYNAMIC,ADVANCED,1,NONE,2,35.63091343,15.7225778,2106.200465,0.274459562,5,25.57731327,40.00848006,18.67482858,2.365556972,2.108139837,NONE,0.001947001313,3,0,62.01863927,58.63943144,72.83549341,55.44630896,3.108056432,4.49146646,5.501060419,15.65938542,44.34866334,0,9.522367496,431.2378462,1,0,0,0,0,PASS,NONE,0.8821208472,100,[2026-02-03 15:30:00] INFO  Test execution started | [2026-02-03 15:30:00] INFO  Workload initialized: RANDOM_READ | [2026-02-03 15:30:00] INFO  Queue depth: 192 | [2026-02-03 15:30:00] INFO  Cache hit rate: 72.8% | [2026-02-03 15:30:00] INFO  Throughput: 9.52 GB/s | [2026-02-03 15:30:00] PASS  Test execution completed,18,50,10,39,4,49,92,10,98,93,12,92,41,46,38,34,87,19,98,16,51,11,72,51,91,14,30,21,55,47,54,59,35,48,48,15,12,91,98,3
3232,2026-02-03 15:45:00,21308,8,RANDOM_READ,MEDIUM,2048,ADAPTIVE,8192,DYNAMIC,30,8,64,10,64,PRIORITY,89.60913952,16,1,6,11.01654965,0,1,1,1,1,1,1,0,BALANCED,85,BALANCED,FIFO,DYNAMIC,ADVANCED,1,FIXED,9,9.862376367,182.841,3178.735768,0.2637175386,1,37.11544602,45.46356838,34.46058225,-1.460407002,-1.700673181,NONE,0.00419225308,9,1,67.21573128,55.4347382,88.97133815,36.45237652,1.489409693,2.596243761,3.683475111,11.09472739,50.03196383,0,9.906964007,422.5589965,0,0,0,0,0,PASS,NONE,0.9632947755,100,[2026-02-03 15:45:00] INFO  Test execution started | [2026-02-03 15:45:00] INFO  Workload initialized: RANDOM_READ | [2026-02-03 15:45:00] INFO  Queue depth: 64 | [2026-02-03 15:45:00] INFO  Cache hit rate: 89.0% | [2026-02-03 15:45:00] INFO  Throughput: 9.91 GB/s | [2026-02-03 15:45:00] PASS  Test execution completed,90,96,66,6,7,17,54,13,88,33,27,3,13,98,21,75,50,39,33,21,49,82,47,61,45,16,86,47,33,28,87,7,67,42,40,84,26,83,84,59
3233,2026-02-03 16:00:00,67660,20,RECOVERY_TEST,HIGH,256,ADAPTIVE,12288,ADAPTIVE,54,16,256,21,16,STATIC,62.04622582,64,1,5,23.84329789,0,1,1,0,0,1,1,1,RELAXED,80,PERFORMANCE,DYNAMIC,STATIC,BASIC,1,FIXED,10,11.28175248,88.09829701,7391.747016,0.1663347874,2,22.27317321,33.69394422,23.76197085,5.838336223,-0.2335625402,NONE,0.01688651748,7,0,79.00638735,73.32409725,80.81138278,94.79684057,3.666514092,5.736040271,9.582989186,15.54597036,38.49012756,0,9.515228075,431.8440935,13,2,2,0,0,FAIL,IO_TIMEOUT,0.4183867765,80.72483574,[2026-02-03 16:00:00] INFO  Test execution started | [2026-02-03 16:00:00] INFO  Workload initialized: RECOVERY_TEST | [2026-02-03 16:00:00] INFO  Queue depth: 256 | [2026-02-03 16:00:00] INFO  Cache hit rate: 80.8% | [2026-02-03 16:00:00] WARN  Queue utilization exceeded 90% | [2026-02-03 16:00:00] ERROR IO TIMEOUT | [2026-02-03 16:00:00] INFO  Recovery attempt initiated | [2026-02-03 16:00:00] FAIL  Test execution failed,90,69,47,22,29,38,66,24,16,42,66,27,33,54,69,82,53,68,38,70,5,73,13,69,93,63,22,61,93,85,37,31,16,85,14,30,82,50,22,97
3234,2026-02-03 16:15:00,431,11,MIXED_IO,HIGH,1024,ADAPTIVE,4096,ADAPTIVE,24,4,8,46,128,DYNAMIC,52.73501834,32,1,9,28.74036949,0,2,1,0,1,1,0,1,BALANCED,80,PERFORMANCE,PRIORITY,STATIC,ADVANCED,1,FIXED,4,25.05041203,153.6583563,5599.332343,0.1869819496,4,21.70963532,14.78809186,41.96067343,0.1921066243,-0.8438247988,NONE,0.01986941243,5,0,66.75310646,65.48943149,76.72586319,30.40375005,1.373797936,2.724558842,4.296247938,15.82996241,41.49491659,0,8.944901961,424.799934,5,3,1,0,0,FAIL,IO_TIMEOUT,0.9601576972,77.20040003,[2026-02-03 16:15:00] INFO  Test execution started | [2026-02-03 16:15:00] INFO  Workload initialized: MIXED_IO | [2026-02-03 16:15:00] INFO  Queue depth: 8 | [2026-02-03 16:15:00] INFO  Cache hit rate: 76.7% | [2026-02-03 16:15:00] ERROR IO TIMEOUT | [2026-02-03 16:15:00] INFO  Recovery attempt initiated | [2026-02-03 16:15:00] FAIL  Test execution failed,81,39,98,91,54,98,37,67,56,81,84,18,21,74,21,37,7,51,92,94,72,40,26,89,65,75,7,98,76,71,7,4,60,92,29,6,58,68,97,50
3235,2026-02-03 16:30:00,57200,20,RECOVERY_TEST,MEDIUM,1024,STATIC,16384,ADAPTIVE,62,4,96,44,256,STATIC,38.64787563,256,1,1,22.94175882,1,9,1,0,1,0,0,1,BALANCED,75,PERFORMANCE,PRIORITY,STATIC,BASIC,1,FIXED,2,27.17556155,93.74858248,2747.102404,0.1033155536,2,19.79604923,10.82515489,15.17032622,2.6793113,1.425621335,NONE,0.009694232428,3,0,71.47720637,57.00844468,66.92580691,40.3649696,2.8444579,5.363737919,7.008161694,16.86212534,37.39206011,0,8.981816852,429.7898165,0,0,0,0,0,PASS,NONE,0.9589823985,97.81823207,[2026-02-03 16:30:00] INFO  Test execution started | [2026-02-03 16:30:00] INFO  Workload initialized: RECOVERY_TEST | [2026-02-03 16:30:00] INFO  Queue depth: 96 | [2026-02-03 16:30:00] INFO  Cache hit rate: 66.9% | [2026-02-03 16:30:00] INFO  Throughput: 8.98 GB/s | [2026-02-03 16:30:00] PASS  Test execution completed,89,86,98,17,2,59,55,14,67,25,21,65,4,1,91,1,14,43,41,7,86,35,31,38,27,85,69,38,93,0,45,46,54,20,70,40,55,52,87,47
3236,2026-02-03 16:45:00,57117,17,SEQUENTIAL_READ,MEDIUM,256,ADAPTIVE,12288,STATIC,56,8,256,58,512,STATIC,92.93352727,8,1,8,26.3571806,1,8,1,1,0,1,1,1,BALANCED,80,PERFORMANCE,FIFO,DYNAMIC,BASIC,1,FIXED,8,29.81910162,158.4236563,3063.980507,0.128127652,4,19.49025202,9.159696808,9.101623689,-2.610529461,-0.9490762235,NONE,0.001587168929,6,1,70.58157286,75.10509651,84.34067014,87.28670057,3.662387404,6.468554811,9.397880728,16.12054074,38.37213982,0,10.2443407,429.0802323,12,1,1,0,0,FAIL,IO_TIMEOUT,0.5129920047,80.68348205,[2026-02-03 16:45:00] INFO  Test execution started | [2026-02-03 16:45:00] INFO  Workload initialized: SEQUENTIAL_READ | [2026-02-03 16:45:00] INFO  Queue depth: 256 | [2026-02-03 16:45:00] INFO  Cache hit rate: 84.3% | [2026-02-03 16:45:00] ERROR IO TIMEOUT | [2026-02-03 16:45:00] INFO  Recovery attempt initiated | [2026-02-03 16:45:00] FAIL  Test execution failed,0,100,76,25,17,46,37,29,49,98,97,2,98,31,90,89,29,80,61,45,96,59,19,24,80,60,64,36,80,58,1,19,18,8,79,40,12,19,59,63
3237,2026-02-03 17:00:00,36350,10,RECOVERY_TEST,MEDIUM,1024,PREDICTIVE,16384,STATIC,60,8,4,52,512,DYNAMIC,33.24864704,8,1,4,14.15769358,0,5,1,1,1,1,0,1,RELAXED,85,BALANCED,DYNAMIC,STATIC,BASIC,1,FIXED,10,48.9940176,44.03577011,4645.820324,0.2296914693,6,21.46184223,16.61141805,12.9617388,5.527901863,-0.9615001632,NONE,0.01915102998,1,1,82.34218065,49.93045358,88.72385429,19.39025148,1.359874226,2.271370056,2.810815715,15.75052062,43.46012706,0,8.426410441,431.6609744,1,0,0,0,0,PASS,NONE,0.9755836159,100,[2026-02-03 17:00:00] INFO  Test execution started | [2026-02-03 17:00:00] INFO  Workload initialized: RECOVERY_TEST | [2026-02-03 17:00:00] INFO  Queue depth: 4 | [2026-02-03 17:00:00] INFO  Cache hit rate: 88.7% | [2026-02-03 17:00:00] INFO  Throughput: 8.43 GB/s | [2026-02-03 17:00:00] PASS  Test execution completed,33,25,43,38,68,67,3,50,5,94,13,86,28,20,6,30,90,80,23,33,57,53,44,51,91,90,73,100,80,61,41,21,56,3,30,63,18,87,44,2
3238,2026-02-03 17:15:00,99408,8,MIXED_IO,MEDIUM,2048,STATIC,8192,DYNAMIC,45,4,1,61,256,PRIORITY,36.00873616,512,1,3,27.53056581,1,1,1,0,1,0,0,0,RELAXED,80,EFFICIENCY,FIFO,DYNAMIC,ADVANCED,1,FIXED,7,12.54826392,49.12277827,3763.999192,0.1817636,6,34.40344792,21.42127669,12.85928873,-2.539103022,-0.2766584057,TIMING,0.1897925683,3,0,75.80931234,56.90400025,73.95010986,12.21375911,1.807452805,2.707183198,4.716053827,15.3322986,56.09574219,0,7.096520515,441.1133664,2,0,0,0,0,PASS,NONE,0.9519745804,94.5533266,[2026-02-03 17:15:00] INFO  Test execution started | [2026-02-03 17:15:00] INFO  Workload initialized: MIXED_IO | [2026-02-03 17:15:00] INFO  Queue depth: 1 | [2026-02-03 17:15:00] INFO  Cache hit rate: 74.0% | [2026-02-03 17:15:00] INFO  Throughput: 7.10 GB/s | [2026-02-03 17:15:00] PASS  Test execution completed,33,28,15,49,95,50,51,39,15,82,7,91,62,7,75,80,10,54,34,57,10,23,28,43,82,19,100,13,15,24,5,16,50,82,91,29,9,35,18,6
3239,2026-02-03 17:30:00,88297,17,BURST_TRAFFIC,MEDIUM,2048,ADAPTIVE,12288,DYNAMIC,23,8,1,15,512,DYNAMIC,80.86215351,16,1,4,23.09856629,1,2,1,1,0,1,0,1,BALANCED,90,BALANCED,FIFO,DYNAMIC,ADVANCED,1,FIXED,4,15.67910507,166.8638918,4478.327275,0.7100498561,8,31.51055126,32.09582061,43.93138172,-4.273457469,1.704102302,NONE,0.00628508601,4,0,61.02641764,40.9776448,84.9223927,25.55731914,1.061278393,1.773247904,3.153722023,11.62681608,51.24776667,0,7.247712819,443.4258376,1,0,0,0,0,PASS,NONE,0.9215296806,97.47614467,[2026-02-03 17:30:00] INFO  Test execution started | [2026-02-03 17:30:00] INFO  Workload initialized: BURST_TRAFFIC | [2026-02-03 17:30:00] INFO  Queue depth: 1 | [2026-02-03 17:30:00] INFO  Cache hit rate: 84.9% | [2026-02-03 17:30:00] INFO  Throughput: 7.25 GB/s | [2026-02-03 17:30:00] PASS  Test execution completed,33,72,81,14,61,21,15,43,94,96,93,32,40,66,60,71,91,80,65,15,58,92,68,53,43,3,13,55,4,18,54,66,81,16,31,73,39,73,6,59
3240,2026-02-03 17:45:00,3865,5,RANDOM_WRITE,LOW,512,STATIC,1024,ADAPTIVE,42,8,96,20,16,PRIORITY,16.88303537,1024,1,8,22.34265528,1,3,1,1,1,0,0,0,BALANCED,65,EFFICIENCY,FIFO,STATIC,BASIC,1,FIXED,0,16.45992263,157.1541347,512.6021673,0.02457699043,4,18.90971547,13.8999246,17.78398373,2.471202421,-1.330384424,NONE,0.01170197914,1,0,53.94170189,52.6270879,69.87316112,45.64140726,3.422327606,5.09409324,7.987011679,10.34804895,34.85677101,0,8.636461914,436.7270772,0,0,0,0,0,PASS,NONE,0.9516185169,97.36048896,[2026-02-03 17:45:00] INFO  Test execution started | [2026-02-03 17:45:00] INFO  Workload initialized: RANDOM_WRITE | [2026-02-03 17:45:00] INFO  Queue depth: 96 | [2026-02-03 17:45:00] INFO  Cache hit rate: 69.9% | [2026-02-03 17:45:00] INFO  Throughput: 8.64 GB/s | [2026-02-03 17:45:00] PASS  Test execution completed,19,18,63,81,18,50,65,29,52,43,71,10,100,75,84,49,14,100,53,47,38,24,59,58,38,9,66,80,57,0,80,8,76,89,3,25,50,21,79,26
3241,2026-02-03 18:00:00,20884,4,SEQUENTIAL_READ,MEDIUM,128,ADAPTIVE,1024,DYNAMIC,30,2,1,33,256,DYNAMIC,81.86117617,32,1,6,10.68128856,0,9,1,0,1,1,1,0,BALANCED,85,BALANCED,FIFO,DYNAMIC,BASIC,1,NONE,10,123.7727796,34.17702803,5052.608497,0.09741224135,2,26.96048924,0.5238278787,5.013198839,-5.241752232,1.366136265,NONE,0.009108226566,5,1,59.71193467,66.06892389,82.46199706,14.21807031,1.383448525,1.943518487,3.133264927,12.68492564,40.0373869,0,7.656932513,434.7209798,0,0,0,0,0,PASS,NONE,0.9827977125,100,[2026-02-03 18:00:00] INFO  Test execution started | [2026-02-03 18:00:00] INFO  Workload initialized: SEQUENTIAL_READ | [2026-02-03 18:00:00] INFO  Queue depth: 1 | [2026-02-03 18:00:00] INFO  Cache hit rate: 82.5% | [2026-02-03 18:00:00] INFO  Throughput: 7.66 GB/s | [2026-02-03 18:00:00] PASS  Test execution completed,99,78,36,0,28,45,55,69,97,22,66,12,20,8,20,11,44,18,24,85,71,48,75,13,89,72,96,53,97,35,55,92,43,3,41,13,81,65,5,1
3242,2026-02-03 18:15:00,20800,20,CHAOS,LOW,128,STATIC,8192,ADAPTIVE,60,4,96,34,512,PRIORITY,58.5720496,32,0,7,22.173239,1,5,1,1,0,0,1,1,AGGRESSIVE,90,PERFORMANCE,DYNAMIC,STATIC,BASIC,1,EXPONENTIAL,5,46.94244636,35.70859246,931.4036685,0.1456755352,3,29.52159744,27.621869,11.03119539,-1.637538337,0.2836946286,NONE,0.009998573198,4,0,68.22751319,52.133061,51.18627997,32.80104423,2.718162351,4.664526418,7.682902766,15.76952652,46.07298104,0,8.206938182,435.8728942,2,0,0,0,0,PASS,NONE,0.9572404417,94.07100472,[2026-02-03 18:15:00] INFO  Test execution started | [2026-02-03 18:15:00] INFO  Workload initialized: CHAOS | [2026-02-03 18:15:00] INFO  Queue depth: 96 | [2026-02-03 18:15:00] INFO  Cache hit rate: 51.2% | [2026-02-03 18:15:00] INFO  Throughput: 8.21 GB/s | [2026-02-03 18:15:00] PASS  Test execution completed,12,47,43,12,60,71,42,57,29,54,99,38,18,68,26,17,31,9,3,74,46,47,9,90,45,91,36,23,86,78,95,58,14,34,77,94,68,75,59,12
3243,2026-02-03 18:30:00,89756,16,CHAOS,MEDIUM,256,ADAPTIVE,4096,STATIC,59,16,64,32,128,PRIORITY,32.98023249,4,1,2,5.392431903,1,7,1,1,1,1,0,0,BALANCED,65,BALANCED,DYNAMIC,DYNAMIC,BASIC,0,EXPONENTIAL,4,42.49387512,127.9628722,3024.97398,0.127839599,6,31.44331673,39.16982536,38.83236563,3.502879301,-2.946216889,NONE,0.01903661124,2,0,86.11915592,68.00040065,69.29041194,29.67483912,2.274322312,3.744901536,5.654058821,14.13962104,54.00760341,0,9.514472547,435.7043014,1,0,0,0,0,PASS,NONE,0.9565866424,100,[2026-02-03 18:30:00] INFO  Test execution started | [2026-02-03 18:30:00] INFO  Workload initialized: CHAOS | [2026-02-03 18:30:00] INFO  Queue depth: 64 | [2026-02-03 18:30:00] INFO  Cache hit rate: 69.3% | [2026-02-03 18:30:00] INFO  Throughput: 9.51 GB/s | [2026-02-03 18:30:00] PASS  Test execution completed,81,58,0,70,82,35,84,62,36,25,8,43,26,17,72,19,16,31,99,75,75,98,20,46,8,45,14,76,39,69,65,38,92,32,8,74,51,25,1,78
3244,2026-02-03 18:45:00,51892,12,RANDOM_WRITE,MEDIUM,512,STATIC,4096,DYNAMIC,5,16,4,13,512,DYNAMIC,6.128429885,64,1,7,29.71183121,0,2,1,1,0,0,1,0,RELAXED,85,BALANCED,DYNAMIC,STATIC,ADVANCED,1,EXPONENTIAL,0,29.56662263,16.9852835,2649.787062,0.07018233418,5,24.2087166,28.08463742,7.378918151,7.1618222,1.979676132,NONE,0.01969982865,10,0,50.86098943,57.92046091,69.24284006,16.31475303,2.059597921,2.945942656,4.040419459,10.12637983,43.29118119,0,6.683454887,446.79772,0,0,0,0,0,PASS,NONE,0.9540441997,89.76395556,[2026-02-03 18:45:00] INFO  Test execution started | [2026-02-03 18:45:00] INFO  Workload initialized: RANDOM_WRITE | [2026-02-03 18:45:00] INFO  Queue depth: 4 | [2026-02-03 18:45:00] INFO  Cache hit rate: 69.2% | [2026-02-03 18:45:00] INFO  Throughput: 6.68 GB/s | [2026-02-03 18:45:00] PASS  Test execution completed,13,92,20,17,39,17,21,59,90,68,84,77,28,67,91,27,32,78,15,76,44,0,42,64,24,35,14,71,86,67,79,66,18,37,67,55,40,95,59,55
3245,2026-02-03 19:00:00,72888,8,CHAOS,LOW,512,STATIC,8192,DYNAMIC,49,16,16,16,256,PRIORITY,45.98235219,64,1,1,16.44531613,0,6,0,1,1,0,1,0,BALANCED,65,PERFORMANCE,FIFO,STATIC,ADVANCED,0,FIXED,3,8.143407669,32.02241932,2602.471518,0.01750021508,4,22.16151855,7.315789695,3.04184402,-1.1046383,-0.5027888086,NONE,0.01225790472,9,1,56.40743524,40.6182025,66.25756455,5.77927073,1.633342239,2.858890092,3.819658822,12.92575611,35.23798526,0,7.948321729,430.67309,0,0,0,0,0,PASS,NONE,0.9649882953,98.01399103,[2026-02-03 19:00:00] INFO  Test execution started | [2026-02-03 19:00:00] INFO  Workload initialized: CHAOS | [2026-02-03 19:00:00] INFO  Queue depth: 16 | [2026-02-03 19:00:00] INFO  Cache hit rate: 66.3% | [2026-02-03 19:00:00] INFO  Throughput: 7.95 GB/s | [2026-02-03 19:00:00] PASS  Test execution completed,30,59,60,1,96,94,4,3,75,85,69,32,90,74,51,16,6,7,32,41,83,60,3,91,13,45,7,15,47,20,86,29,29,76,94,3,96,25,10,57
3246,2026-02-03 19:15:00,80995,15,RANDOM_READ,HIGH,1024,STATIC,4096,STATIC,48,4,1,22,64,PRIORITY,93.76820309,16,1,9,13.37581689,0,6,1,1,0,0,1,1,BALANCED,65,BALANCED,FIFO,DYNAMIC,ADVANCED,1,FIXED,7,44.3151827,17.98552378,5379.335401,0.2483587894,6,26.88758051,44.61391495,25.53014199,-9.209274048,-1.412701497,NONE,0.01278703188,9,0,84.17146582,71.39721337,75.34863179,30.56897453,1.840502422,3.224838432,5.367519088,12.80583363,44.45520119,0,7.21871687,445.0398316,0,0,0,0,0,PASS,NONE,0.9748358913,92.18299788,[2026-02-03 19:15:00] INFO  Test execution started | [2026-02-03 19:15:00] INFO  Workload initialized: RANDOM_READ | [2026-02-03 19:15:00] INFO  Queue depth: 1 | [2026-02-03 19:15:00] INFO  Cache hit rate: 75.3% | [2026-02-03 19:15:00] INFO  Throughput: 7.22 GB/s | [2026-02-03 19:15:00] PASS  Test execution completed,70,91,80,91,3,88,1,49,8,90,18,5,68,93,70,63,8,42,20,11,99,89,31,41,64,50,10,46,90,93,4,68,90,83,76,45,71,16,43,72
3247,2026-02-03 19:30:00,76762,2,RANDOM_READ,HIGH,1024,STATIC,16384,ADAPTIVE,40,4,16,61,128,DYNAMIC,92.5493035,8,1,7,27.96715917,1,6,1,1,1,0,0,0,BALANCED,65,BALANCED,FIFO,DYNAMIC,BASIC,0,NONE,10,111.2626594,97.75431328,7813.764168,0.1530039475,8,29.15799511,3.562477343,41.98321413,0.6559036559,-0.2603124395,NONE,0.008577194676,5,0,78.46049907,54.21327496,66.58655214,30.83576125,2.027035345,3.648807545,6.446639303,16.54316469,52.32605197,0,8.156747726,446.174778,0,0,0,0,0,PASS,NONE,0.9849069285,96.21813424,[2026-02-03 19:30:00] INFO  Test execution started | [2026-02-03 19:30:00] INFO  Workload initialized: RANDOM_READ | [2026-02-03 19:30:00] INFO  Queue depth: 16 | [2026-02-03 19:30:00] INFO  Cache hit rate: 66.6% | [2026-02-03 19:30:00] INFO  Throughput: 8.16 GB/s | [2026-02-03 19:30:00] PASS  Test execution completed,35,55,69,57,40,87,4,7,78,55,64,60,81,49,16,6,52,7,11,16,63,62,30,65,51,83,35,44,36,43,36,38,44,50,47,28,22,68,59,20
3248,2026-02-03 19:45:00,8905,5,SEQUENTIAL_READ,MEDIUM,128,PREDICTIVE,12288,DYNAMIC,62,8,16,18,128,DYNAMIC,86.14022942,4,1,5,26.89697144,1,1,1,1,1,1,1,1,AGGRESSIVE,65,BALANCED,FIFO,STATIC,NONE,1,EXPONENTIAL,5,23.04776887,97.40278346,6212.622011,0.02517523232,1,39.19313649,43.99649313,46.50583749,-3.520062276,0.02813345234,NONE,0.01125499373,8,0,74.41456548,40.63036301,86.88758456,12.09404356,0.9876452089,1.510513876,1.867930854,12.28415527,49.32964183,0,9.096641968,423.9785666,0,0,0,0,0,PASS,NONE,0.9917349506,100,[2026-02-03 19:45:00] INFO  Test execution started | [2026-02-03 19:45:00] INFO  Workload initialized: SEQUENTIAL_READ | [2026-02-03 19:45:00] INFO  Queue depth: 16 | [2026-02-03 19:45:00] INFO  Cache hit rate: 86.9% | [2026-02-03 19:45:00] INFO  Throughput: 9.10 GB/s | [2026-02-03 19:45:00] PASS  Test execution completed,20,60,59,60,3,54,21,64,61,76,66,2,4,74,30,17,54,15,34,38,80,56,21,21,30,71,72,91,41,29,57,54,29,23,15,47,94,7,44,71
